,ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty
462,464,Less than 1 Hour,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,4,1,4,1,4,4,5,5,3,1,1,0,0,1,0,29,10,4,5,2,4,10,1.0,1,0.51249999,0.57083333,0.76249999,0.5,1,0,0,0
463,465,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"2, 4",2,5,5,1,5,2,3,4,4,4,2,1,1,0,0,0,1,47,7,6,5,3,2,10,3.0,1,0.67500001,0.69166666,0.61250001,0.25,1,0,0,0
464,466,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 4",3,4,4,1,5,4,2,1,3,1,1,1,1,0,0,0,0,38,10,5,4,3,1,10,1.0,1,0.6875,0.76249999,0.36250001,0.25,1,0,0,0
465,467,Less than 1 Hour,1,1,0,0,0,0,0,between 300-1000 friends,"2, 3",2,3,4,3,5,3,3,3,4,4,2,1,0,0,0,0,1,30,13,3,2,1,1,13,1.0,4,0.72500002,0.64166665,0.61250001,0.0,0,0,0,1
466,468,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,4,1,5,5,4,5,2,2,4,4,4,3,1,0,0,0,0,0,64,9,4,4,4,5,13,1.0,1,0.76249999,0.7208333,0.5625,0.0,1,0,0,0
467,469,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,4,4,4,4,4,4,4,3,1,1,0,0,0,1,29,10,4,4,2,1,10,1.0,1,0.85000002,0.81666666,0.66250002,0.25,1,0,0,0
468,470,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3",3,5,5,2,5,5,3,3,5,4,1,1,1,1,1,1,1,25,10,4,4,2,1,10,1.0,1,0.78750002,0.92916667,0.66250002,1.0,1,0,0,0
469,471,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,between 1000-3000 friends,"3, 4",2,5,5,4,5,5,2,5,5,1,1,1,1,1,1,1,0,20,13,3,1,1,1,13,1.0,1,0.82499999,0.94166666,0.46250001,1.0,1,0,0,0
470,472,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"2, 3, 4",3,4,4,3,4,4,2,3,4,5,1,1,1,1,0,1,1,20,8,0,1,1,3,8,1.0,1,0.73750001,0.7791667,0.61250001,0.75,1,0,0,0
471,473,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"2, 3, 4",3,4,5,4,5,5,4,3,4,4,2,1,1,0,0,0,1,36,10,6,5,2,1,10,1.0,1,0.88749999,0.89583331,0.66250002,0.25,1,0,0,0
472,474,More than 3 Hours,"4, 6",0,0,0,1,0,1,between 3000-5000 friends,4,1,5,5,4,5,5,3,4,5,4,1,1,1,1,1,1,0,18,7,0,1,1,1,10,1.0,1,0.76249999,0.92083335,0.66250002,1.0,1,0,0,0
473,475,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,1,1,5,5,1,5,5,1,5,1,4,"1, 3",2,0,0,0,1,0,24,8,4,4,3,3,8,1.0,1,0.61250001,0.87083334,0.42500001,0.25,1,0,0,0
474,476,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 2, 3",3,5,4,4,5,4,5,5,4,1,1,1,0,0,0,0,0,18,10,3,1,1,1,10,3.0,2,0.83749998,0.87916666,0.5625,0.0,0,1,0,0
475,477,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,4,5,5,1,5,5,4,2,1,1,0,0,1,0,21,11,4,4,5,5,11,1.0,1,0.94999999,0.98333335,0.5625,0.5,1,0,0,0
476,478,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,3,1,5,4,1,5,5,4,5,5,5,3,1,1,1,1,1,1,49,9,4,2,1,3,9,3.0,1,0.5625,0.85416669,0.76249999,1.0,1,0,0,0
477,479,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"2, 3",2,3,4,3,4,3,5,4,5,4,3,1,1,0,1,1,0,20,8,4,1,5,4,8,1.0,1,0.67500001,0.625,0.76249999,0.75,1,0,0,0
478,480,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,1,4,4,4,4,2,4,"1, 3",2,1,0,1,1,1,23,9,4,4,3,1,13,3.0,1,0.69999999,0.76666665,0.625,0.75,1,0,0,0
479,481,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,1,5,4,4,3,5,4,2,1,0,0,0,1,0,30,9,4,4,3,1,13,1.0,1,0.75,0.85000002,0.71249998,0.25,1,0,0,0
480,482,More than 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,4,5,3,3,5,4,3,4,3,1,1,0,0,0,0,0,21,11,3,5,1,2,11,1.0,1,0.80000001,0.86666667,0.61250001,0.0,1,0,0,0
481,483,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,"1, 2, 4",3,5,4,4,4,4,4,5,5,4,1,1,1,0,0,0,1,45,9,4,5,2,4,10,1.0,1,0.78750002,0.86250001,0.71249998,0.25,1,0,0,0
482,484,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,3,3,3,3,3,4,2,3,1,1,1,0,0,0,0,0,19,10,0,1,1,1,10,3.0,1,0.63749999,0.61250001,0.46250001,0.0,1,0,0,0
483,485,Between 1 Hour and 3 Hours,4,0,0,0,1,0,0,between 300-1000 friends,"1, 2, 3",3,3,5,5,5,5,5,5,3,3,2,1,1,0,1,1,0,21,10,0,1,2,3,10,1.0,1,0.9375,0.84583336,0.61250001,0.75,1,0,0,0
484,486,Less than 1 Hour,"2, 4",0,1,0,1,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,2,4,4,2,4,4,5,2,5,3,1,1,1,1,1,0,33,13,4,4,4,5,15,1.0,1,0.75,0.64999998,0.61250001,1.0,1,0,0,0
485,487,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,2,1,4,4,4,5,4,1,4,4,4,1,1,1,0,0,0,0,62,10,4,7,3,1,10,,1,0.71249998,0.77083331,0.51249999,0.25,1,0,0,0
486,488,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,3,4,1,4,5,4,5,5,5,1,1,1,0,0,1,1,21,8,0,1,1,3,8,1.0,4,0.69999999,0.76666665,0.76249999,0.5,0,0,0,1
487,489,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 4",3,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,0,35,8,4,4,2,1,8,1.0,1,0.63749999,0.61250001,0.5625,1.0,1,0,0,0
488,490,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"2, 3, 4",3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,25,8,3,1,1,1,8,1.0,1,0.9375,0.97916669,0.8125,1.0,1,0,0,0
489,491,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3",3,3,4,3,5,5,5,1,2,2,2,1,1,0,0,0,1,20,7,4,1,1,1,7,1.0,1,0.78750002,0.79583335,0.51249999,0.25,1,0,0,0
490,492,More than 3 Hours,2,0,1,0,0,0,0,between 3000-5000 friends,3,1,5,5,4,4,5,4,5,4,5,1,1,1,0,0,0,0,23,8,4,1,1,4,8,2.0,1,0.71249998,0.90416664,0.71249998,0.25,1,0,0,0
491,493,More than 3 Hours,"2, 4, 6",0,1,0,1,0,1,under 300 friends,"2, 4",2,4,5,3,5,5,5,5,5,5,3,1,1,0,0,0,1,16,13,3,1,1,1,13,4.0,4,0.77499998,0.85833335,0.8125,0.25,0,0,0,1
492,494,More than 3 Hours,"1, 6",1,0,0,0,0,1,under 300 friends,3,1,5,5,4,5,5,5,1,2,1,1,1,0,0,0,0,1,28,13,4,4,2,1,13,1.0,1,0.76249999,0.92083335,0.46250001,0.0,1,0,0,0
493,495,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,2,1,5,5,5,5,5,5,1,3,3,2,1,1,0,0,0,1,18,10,3,1,1,1,10,1.0,1,0.8125,0.9375,0.61250001,0.25,1,0,0,0
494,496,Less than 1 Hour,5,0,0,0,0,1,0,between 300-1000 friends,2,1,5,5,5,5,5,5,1,3,3,2,1,1,0,0,0,1,18,10,3,1,1,1,10,1.0,1,0.8125,0.9375,0.61250001,0.25,1,0,0,0
495,497,More than 3 Hours,"2, 3, 5, 6",0,1,1,0,1,1,between 3000-5000 friends,"1, 2, 3",3,3,5,4,3,5,4,4,2,3,2,1,1,0,0,0,1,20,13,4,1,1,1,13,1.0,1,0.78750002,0.79583335,0.51249999,0.25,1,0,0,0
496,498,Between 1 Hour and 3 Hours,"5, 6",0,0,0,0,1,1,under 300 friends,2,1,3,1,1,5,5,1,1,4,1,1,1,0,0,0,0,0,17,3,3,2,1,3,3,1.0,1,0.41249999,0.67083335,0.36250001,0.0,1,0,0,0
497,499,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3",2,4,4,4,4,4,3,4,4,3,1,1,1,0,0,0,1,26,9,5,5,2,3,9,2.0,1,0.72500002,0.77500004,0.5625,0.25,1,0,0,0
498,500,Less than 1 Hour,1,1,0,0,0,0,0,between 300-1000 friends,4,1,4,4,3,4,1,4,4,4,4,2,1,1,0,1,1,0,40,9,5,5,2,3,8,1.0,1,0.61250001,0.53750002,0.66250002,0.75,1,0,0,0
499,501,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"2, 3, 4",3,5,5,4,5,4,4,4,5,5,1,1,1,0,0,0,0,55,8,4,5,2,4,8,1.0,1,0.88749999,0.89583331,0.76249999,0.25,1,0,0,0
500,502,Between 1 Hour and 3 Hours,"2, 5, 6",0,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3",3,3,5,2,3,5,1,1,3,4,2,1,0,0,1,1,1,23,13,4,1,2,1,10,3.0,1,0.6875,0.76249999,0.46250001,0.5,1,0,0,0
501,503,Between 1 Hour and 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"2, 3, 4",3,4,4,3,5,4,3,4,4,4,4,1,1,0,0,0,0,21,13,3,1,1,1,13,1.0,1,0.78750002,0.79583335,0.61250001,0.25,1,0,0,0
502,504,More than 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,2,1,5,5,5,5,4,4,5,5,5,1,1,1,0,1,1,0,40,10,5,1,2,1,13,1.0,4,0.8125,0.87083334,0.76249999,0.75,0,0,0,1
503,505,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"2, 3, 4",3,5,4,1,4,5,2,1,4,4,4,1,1,1,1,1,1,27,8,4,5,2,3,2,1.0,1,0.63749999,0.87916666,0.5625,1.0,1,0,0,0
504,506,Less than 1 Hour,"1, 2, 5, 6",1,1,0,0,1,1,under 300 friends,"1, 3, 4",3,4,4,1,5,4,1,2,4,3,1,1,1,1,0,0,0,58,9,3,7,5,3,9,2.0,1,0.6875,0.76249999,0.46250001,0.5,1,0,0,0
505,507,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3",2,4,4,3,3,5,5,4,4,5,3,1,1,1,0,0,1,18,5,3,1,1,3,5,1.0,1,0.625,0.80833334,0.76249999,0.5,1,0,0,0
506,508,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,2,1,4,4,2,4,4,4,4,4,5,"1, 2",2,1,0,0,1,0,38,8,5,5,2,1,10,2.0,1,0.5625,0.72083336,0.77499998,0.5,1,0,0,0
507,509,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,1,5,1,4,4,3,4,4,4,2,1,0,0,0,0,1,39,10,4,5,2,1,13,3.0,1,0.75,0.58333331,0.61250001,0.0,1,0,0,0
508,510,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,under 300 friends,3,1,5,5,1,5,5,5,4,5,4,2,1,1,1,1,0,1,29,10,4,4,2,1,10,1.0,1,0.61250001,0.87083334,0.76249999,0.75,1,0,0,0
509,511,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2",2,5,5,4,5,2,2,5,5,1,1,1,1,0,0,0,0,55,1,4,7,4,1,13,1.0,1,0.82499999,0.74166667,0.46250001,0.25,1,0,0,0
510,512,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,1,1,5,3,1,5,3,4,3,5,4,1,1,1,0,0,0,0,50,10,4,7,3,1,10,1.0,1,0.51249999,0.70416665,0.71249998,0.25,1,0,0,0
511,513,More than 3 Hours,"1, 4, 5",1,0,0,1,1,0,between 3000-5000 friends,"1, 2, 4",3,4,3,2,5,2,4,3,4,4,3,1,1,1,1,1,1,28,11,3,7,2,3,11,1.0,1,0.6875,0.62916666,0.66250002,1.0,1,0,0,0
512,514,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,"1, 2, 3, 4",4,1,4,1,3,3,3,1,1,1,2,1,1,0,0,0,1,33,10,4,5,2,1,10,1.0,1,0.64999998,0.48333332,0.3125,0.25,1,0,0,0
513,515,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"2, 3, 4",3,4,5,4,3,5,5,5,3,3,1,1,0,0,0,0,0,25,3,4,5,2,3,3,1.0,3,0.78750002,0.86250001,0.61250001,0.0,0,0,1,0
514,516,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,2,1,4,4,4,5,4,2,2,4,3,2,1,1,0,1,1,0,18,8,0,1,1,4,8,2.0,1,0.71249998,0.77083331,0.51249999,0.75,1,0,0,0
515,517,Less than 1 Hour,1,1,0,0,0,0,0,under 300 friends,2,1,5,3,1,3,3,1,1,5,1,1,1,0,0,0,1,0,42,13,5,5,2,1,13,3.0,1,0.41249999,0.67083335,0.41249999,0.25,1,0,0,0
516,518,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 3",3,5,4,3,5,5,3,4,4,4,1,1,1,0,0,0,0,45,14,5,1,5,5,15,1.0,1,0.78750002,0.92916667,0.61250001,0.25,1,0,0,0
517,519,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,3,1,5,5,1,4,5,4,5,5,4,2,1,1,0,0,0,1,28,9,4,5,2,4,9,,1,0.5625,0.85416669,0.71249998,0.25,1,0,0,0
518,520,Between 1 Hour and 3 Hours,"2, 6",0,1,0,0,0,1,between 300-1000 friends,"1, 3",2,4,4,3,3,5,4,4,2,3,1,1,1,0,0,0,0,28,7,4,7,3,1,13,3.0,1,0.625,0.80833334,0.51249999,0.25,1,0,0,0
519,521,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"2, 3",2,4,4,2,4,2,2,3,3,4,2,1,1,0,0,0,0,31,9,5,5,2,2,10,1.0,4,0.625,0.60833335,0.51249999,0.25,0,0,0,1
520,522,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 3, 4",4,3,4,2,5,1,1,1,1,1,2,1,1,0,0,0,1,27,10,5,1,2,4,10,2.0,4,0.80000001,0.53333336,0.21250001,0.25,0,0,0,1
521,523,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,4,4,4,4,4,4,5,3,1,1,1,0,1,0,42,10,5,5,2,3,10,3.0,1,0.89999998,0.89999998,0.71249998,0.75,1,0,0,0
522,524,Less than 1 Hour,6,0,0,0,0,0,1,between 300-1000 friends,2,1,2,2,2,4,2,2,2,3,1,2,1,0,0,0,0,1,35,10,4,5,2,3,8,1.0,1,0.46250001,0.42083335,0.36250001,0.0,1,0,0,0
523,525,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"1, 2, 3, 4",4,3,2,4,4,4,1,1,5,4,2,1,1,0,0,1,0,47,10,2,3,2,1,13,3.0,1,0.75,0.71666664,0.5625,0.5,1,0,0,0
524,526,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,1,1,3,4,3,4,3,3,3,3,3,2,1,0,0,0,0,1,37,10,4,4,2,3,10,1.0,1,0.61250001,0.60416669,0.51249999,0.0,1,0,0,0
525,527,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 3000-5000 friends,"2, 3",2,4,5,5,5,5,5,4,5,3,1,1,0,0,0,0,1,28,8,4,1,1,3,8,1.0,1,0.875,0.89166665,0.71249998,0.0,1,0,0,0
526,528,More than 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,1,1,2,3,3,3,5,3,3,5,3,2,1,0,0,0,1,0,29,10,4,7,2,1,10,1.0,1,0.51249999,0.63749999,0.61250001,0.25,1,0,0,0
527,529,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,"1, 2, 3",3,5,5,5,5,3,5,5,5,5,1,1,1,1,0,1,0,23,11,5,1,1,3,11,1.0,1,0.9375,0.84583336,0.8125,0.75,1,0,0,0
528,530,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,5,3,4,3,3,4,4,4,3,1,0,1,0,0,0,28,8,4,5,2,1,10,1.0,1,0.66250002,0.75416666,0.61250001,0.25,1,0,0,0
529,531,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,5,4,5,1,4,4,5,5,2,1,1,0,0,0,0,28,10,4,5,2,4,10,1.0,1,0.76249999,0.65416664,0.76249999,0.25,1,0,0,0
530,532,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,under 300 friends,"3, 4",2,3,4,1,4,5,1,3,3,1,1,1,1,0,0,0,0,34,7,4,5,2,3,11,3.0,4,0.57499999,0.72500002,0.3125,0.25,0,0,0,1
531,533,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,under 300 friends,"1, 2, 3",3,5,1,1,1,3,1,5,3,1,2,1,0,0,1,0,1,29,11,5,4,3,1,13,1.0,4,0.33750001,0.64583331,0.3125,0.25,0,0,0,1
532,534,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,3,4,4,3,4,4,4,1,1,0,0,0,1,0,26,8,5,5,2,3,10,1.0,1,0.80000001,0.80000001,0.61250001,0.25,1,0,0,0
533,535,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 3000-5000 friends,"2, 4",2,4,4,2,4,2,4,4,4,3,1,1,1,0,0,1,0,26,13,4,4,2,3,13,1.0,1,0.625,0.60833335,0.61250001,0.5,1,0,0,0
534,536,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,3,1,4,4,4,4,4,4,4,4,1,2,1,0,0,0,1,1,32,8,4,5,2,3,10,1.0,1,0.66250002,0.75416666,0.51249999,0.25,1,0,0,0
535,537,More than 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,"1, 2",2,5,5,4,5,4,4,4,4,4,1,1,0,0,0,1,1,24,9,4,5,2,4,9,1.0,1,0.82499999,0.875,0.66250002,0.25,1,0,0,0
536,538,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 3000-5000 friends,"1, 4",2,4,3,4,4,4,4,4,4,5,2,1,1,0,0,0,0,46,9,4,7,4,1,10,3.0,1,0.67500001,0.75833333,0.71249998,0.25,1,0,0,0
537,539,More than 3 Hours,"2, 3, 5, 6",0,1,1,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,5,3,3,4,4,4,3,3,"1, 3",2,1,0,0,1,1,18,8,3,1,1,1,8,1.0,1,0.80000001,0.80000001,0.625,0.5,1,0,0,0
538,540,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,4,3,4,4,3,1,1,1,0,0,0,22,9,0,5,2,4,9,1.0,1,0.78750002,0.79583335,0.66250002,0.5,1,0,0,0
539,541,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,3,3,3,3,3,3,3,4,3,1,1,0,1,0,1,0,36,10,5,5,2,2,10,3.0,1,0.69999999,0.63333333,0.5625,0.5,1,0,0,0
540,542,Between 1 Hour and 3 Hours,"1, 4",1,0,0,1,0,0,between 1000-3000 friends,"1, 2, 4",3,4,4,4,5,4,3,4,4,5,"3, 4",2,1,0,1,0,0,42,13,5,5,3,1,13,1.0,1,0.83749998,0.8125,0.72500002,0.5,1,0,0,0
541,543,Less than 1 Hour,"1, 2, 4, 6",1,1,0,1,0,1,between 300-1000 friends,3,1,2,3,3,3,4,4,3,3,3,1,1,0,0,0,0,1,30,14,4,4,3,1,13,1.0,1,0.51249999,0.57083333,0.5625,0.0,1,0,0,0
542,544,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,4,5,5,4,5,5,4,1,1,1,0,0,0,1,23,9,4,5,2,4,9,1.0,1,0.94999999,0.98333335,0.71249998,0.25,1,0,0,0
543,545,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"1, 2, 3",3,5,4,4,4,4,4,3,4,3,2,1,1,0,0,1,0,22,9,4,1,1,4,9,3.0,1,0.78750002,0.86250001,0.61250001,0.5,1,0,0,0
544,546,Less than 1 Hour,"1, 5",1,0,0,0,1,0,between 3000-5000 friends,"3, 4",2,3,1,1,4,3,3,3,3,3,1,1,0,0,0,0,0,40,7,5,7,4,1,7,4.0,4,0.42500001,0.54166669,0.51249999,0.0,0,0,0,1
545,547,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,3,5,5,4,3,5,5,3,3,2,1,0,0,0,1,1,27,14,4,5,2,3,14,2.0,4,0.94999999,0.71666664,0.61250001,0.25,0,0,0,1
546,548,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,3,4,2,3,3,2,2,3,2,1,1,1,0,0,0,0,23,8,4,1,1,1,10,1.0,1,0.69999999,0.63333333,0.41249999,0.25,1,0,0,0
547,549,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,3,1,4,4,4,4,4,5,2,3,3,1,1,1,0,0,0,0,27,10,4,5,2,1,10,1.0,1,0.66250002,0.75416666,0.61250001,0.25,1,0,0,0
548,550,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,4,3,4,3,2,1,1,0,0,0,1,24,9,4,5,2,4,9,1.0,1,0.78750002,0.79583335,0.61250001,0.25,1,0,0,0
549,551,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,3,3,4,3,2,1,1,1,0,1,0,24,9,4,5,2,4,9,3.0,1,0.78750002,0.79583335,0.5625,0.75,1,0,0,0
550,552,More than 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,1,1,4,4,3,4,4,5,3,3,3,1,1,0,0,0,0,0,23,7,4,5,2,1,7,3.0,1,0.61250001,0.73750001,0.61250001,0.0,1,0,0,0
551,553,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,under 300 friends,3,1,4,4,4,4,4,4,4,4,4,1,1,0,0,0,1,0,26,9,5,5,2,3,9,1.0,1,0.66250002,0.75416666,0.66250002,0.25,1,0,0,0
552,554,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,4,1,3,3,5,4,3,3,3,1,1,0,0,0,0,0,20,10,0,1,1,1,10,1.0,2,0.41249999,0.73750001,0.5625,0.0,0,1,0,0
553,555,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"1, 2, 3",3,4,4,4,4,1,4,4,4,3,3,1,0,0,0,1,0,24,9,4,5,2,4,9,1.0,1,0.78750002,0.59583336,0.61250001,0.25,1,0,0,0
554,556,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,3,3,4,3,2,1,1,0,0,0,0,24,9,4,5,2,4,9,3.0,1,0.78750002,0.79583335,0.5625,0.25,1,0,0,0
555,557,More than 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,1,1,4,4,3,4,4,5,4,4,4,2,1,0,0,0,0,0,32,10,5,7,2,1,10,3.0,1,0.61250001,0.73750001,0.71249998,0.0,1,0,0,0
556,558,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,1,1,5,5,4,5,4,5,5,5,5,3,1,1,1,1,1,0,23,9,4,7,2,4,9,1.0,1,0.76249999,0.85416669,0.8125,1.0,1,0,0,0
557,559,Between 1 Hour and 3 Hours,4,0,0,0,1,0,0,under 300 friends,3,1,3,3,4,5,3,5,3,4,3,3,1,1,1,1,1,0,17,14,3,2,1,3,14,3.0,1,0.66250002,0.62083334,0.66250002,1.0,1,0,0,0
558,560,More than 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,3,1,5,5,5,5,3,3,3,5,3,1,1,0,0,0,1,0,27,10,2,3,2,3,10,1.0,1,0.8125,0.80416667,0.61250001,0.25,1,0,0,0
559,561,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 1000-3000 friends,"1, 2",2,5,4,1,5,4,4,5,5,4,1,1,0,0,0,0,1,20,9,4,5,2,4,9,1.0,1,0.625,0.80833334,0.71249998,0.0,1,0,0,0
560,562,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,1,1,5,5,5,5,4,1,1,5,1,2,1,0,0,0,0,0,41,9,4,5,2,4,9,3.0,1,0.8125,0.87083334,0.41249999,0.0,1,0,0,0
561,563,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,2,4,4,4,4,5,4,1,1,1,1,0,0,0,33,10,5,5,2,3,10,3.0,1,0.75,0.85000002,0.71249998,0.5,1,0,0,0
562,564,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,1,1,4,5,1,5,4,4,5,5,5,2,1,0,0,0,0,0,22,9,4,5,1,3,9,1.0,1,0.61250001,0.73750001,0.76249999,0.0,1,0,0,0
